Probe Name,Annotation,h3k4me3,20191001_cd1_J11_11.RCC,20191001_cd1_J01_01.RCC,20191001_cd1_J03_03.RCC,20191001_cd1_J06_06.RCC,20191001_cd1_J07_07.RCC,20191001_cd2_J14_02.RCC,20191001_cd2_M02_04.RCC,20191001_cd2_M08_10.RCC,20191001_cd2_M09_11.RCC,20191002_cd3_M20_10.RCC,20191002_cd3_M21_11.RCC,20191003_cd4_M32_10.RCC,20191001_cd1_J10_10.RCC,20191001_cd1_J12_12.RCC,20191001_cd1_J02_02.RCC,20191001_cd1_J04_04.RCC,20191001_cd1_J05_05.RCC,20191001_cd1_J08_08.RCC,20191001_cd1_J09_09.RCC,20191001_cd2_J13_01.RCC,20191001_cd2_M10_12.RCC,20191001_cd2_M01_03.RCC,20191001_cd2_M03_05.RCC,20191001_cd2_M04_06.RCC,20191001_cd2_M05_07.RCC,20191001_cd2_M06_08.RCC,20191001_cd2_M07_09.RCC,20191002_cd3_M11_01.RCC,20191002_cd3_M12_02.RCC,20191002_cd3_M13_03.RCC,20191002_cd3_M14_04.RCC,20191002_cd3_M15_05.RCC,20191002_cd3_M16_06.RCC,20191002_cd3_M17_07.RCC,20191002_cd3_M18_08.RCC,20191002_cd3_M19_09.RCC,20191002_cd3_M22_12.RCC,20191003_cd4_M23_01.RCC,20191003_cd4_M24_02.RCC,20191003_cd4_M25_03.RCC,20191003_cd4_M26_04.RCC,20191003_cd4_M27_05.RCC,20191003_cd4_M28_06.RCC,20191003_cd4_M29_07.RCC,20191003_cd4_M30_08.RCC,20191003_cd4_M31_09.RCC,20191003_cd4_M33_11.RCC,20191003_cd4_M34_12.RCC
ABL2_A,Aditi,gain,47.01,1045.62,225.8,60.45,857.24,353.98,120.51,41.08,166.2,122.83,96.62,27.3,49.18,38.06,30.37,40.89,59.12,56.67,33.44,69.96,62.25,52.82,26.58,69.88,63.5,97.67,54.17,67.81,71.66,46.23,53.07,69.36,48.81,81.62,84.26,28.86,44.69,35.37,76.65,42.12,28.72,40.64,54.7,62.67,35.46,47.99,53.6,46.78
ACTA2_A,Aditi,gain,94.02,1045.62,677.39,120.9,2571.71,117.99,723.06,164.32,332.4,225.18,193.25,136.5,49.18,27.01,65.79,40.89,45.98,27.42,59.45,17.49,23.62,46.32,43.78,86.18,63.5,55.93,31.21,34.86,72.28,69.8,171.45,63.06,21.96,67.22,54.69,9.62,34.37,39.01,33.33,20.17,25.13,49.35,20.19,34.82,31.32,34.28,21.39,33.29
AKAP13_A,Aditi,gain,94.02,1045.62,1806.36,60.45,1714.48,471.98,361.53,164.32,498.6,388.95,276.07,191.1,59.01,52.8,86.04,8.18,59.12,51.18,52.02,46.64,36.75,83.71,68.79,121.12,156.87,73.46,32.13,53.25,135.14,61.64,48.99,81.98,42.88,45.61,69.48,112.05,20.62,49.94,78.32,38.58,37.69,65.31,49.56,113.73,43.73,81.79,57.36,62.98
ANO1_A,Aditi,gain,188.05,1045.62,225.8,362.71,857.24,353.98,180.76,328.64,166.2,122.83,82.82,54.6,162.28,67.53,247.99,179.92,105.1,149.9,130.04,99.11,60,40.63,71.92,137.42,57.89,82.65,56.92,64.75,83.6,83.4,108.18,50.45,43.58,38.41,147.82,49.24,94.53,72.3,163.3,70.79,77.18,75.47,24.96,35.98,73.28,33.3,100.38,59.38
ARHGAP23_Alt,Aditi,gain,564.15,2091.24,1354.77,483.61,857.24,1297.93,3735.8,3389.12,664.8,143.3,552.14,163.8,236.05,751.43,490.93,965,3208.11,932.3,1159.25,938.66,871.45,1228.76,4870.25,3419.25,2948.21,849.84,673.86,703.42,1318.72,883.88,1475.71,1015.23,270.52,312.09,459.72,130.73,146.09,790.65,768.19,137.68,155.27,451.39,222.85,338.87,631.79,432.44,591.24,430.95
ATP9B_A,Aditi,loss,47.01,1045.62,225.8,181.35,857.24,707.96,120.51,82.16,166.2,40.94,82.82,136.5,34.42,133.83,131.59,49.07,82.76,106.03,152.34,101.06,172.49,91.83,120.39,139.75,274.53,172.81,123.02,144.82,187.31,108.79,79.6,100.89,84.02,110.43,102,150.54,84.22,140.45,154.97,113.97,68.21,79.83,78.93,134.62,95.15,110.68,103.44,130.46
BCAR3_A,Aditi,loss,235.06,1045.62,225.8,181.35,857.24,117.99,301.27,20.54,2326.81,818.84,372.7,409.5,29.51,9.82,35.43,57.25,14.45,34.73,22.29,13.6,5.62,26.01,12.51,18.63,20.54,10.02,38.1,10.34,11.31,25.38,102.05,31.53,7.32,110.43,143.38,13.02,39.53,9.88,13.33,8.85,44.87,71.12,16.52,4.64,10.05,5.88,14.34,6.3
BTBD3_A,Aditi,loss,329.09,1045.62,225.8,906.76,857.24,1769.91,1325.61,410.8,1163.41,532.25,980.05,887.26,668.8,548.84,627.58,408.9,772.47,1113.27,538.75,501.4,403.1,359.2,240.78,549.69,583.91,550.14,358.96,629.47,542.45,653.62,806.23,233.31,435.07,662.58,659.27,329.37,567.18,473.35,783.18,601,437.08,651.68,652.76,353.96,663.7,402.56,414.46,467.84
C1orf54_A,Aditi,gain,752.2,2091.24,2483.75,483.61,1714.48,1533.92,241.02,143.78,664.8,532.25,759.2,436.8,152.45,36.83,232.81,408.9,69.63,104.2,178.35,153.53,12,53.64,45.34,128.11,42.33,16.7,52.33,59.38,71.03,67.08,122.47,44.14,32.77,348.1,243.9,66.78,154.69,41.09,109.98,75.74,208.22,50.8,88.48,37.14,65.01,42.61,64.18,43.19
C2_A,Aditi,gain,94.02,1045.62,1128.98,60.45,857.24,353.98,241.02,102.7,332.4,102.36,234.66,109.2,29.51,15.96,55.67,24.53,55.18,27.42,29.72,40.81,22.87,17.88,7.82,34.94,27.39,22.54,11.93,32.95,44.63,26.29,65.32,56.75,12.2,12,13.3,12.45,27.5,19.25,21.66,9.56,12.56,21.77,7.71,22.05,8.87,12.73,25.62,19.79
C4orf48_A,Aditi,gain,94.02,1045.62,903.18,181.35,2571.71,471.98,421.78,164.32,166.2,143.3,110.43,54.6,29.51,63.85,25.31,65.42,64.37,65.81,85.46,25.26,49.12,56.89,43.78,160.71,189.24,127.73,33.97,59.77,203.65,65.27,63.27,81.98,26.84,19.21,35.48,29.99,24.06,47.86,83.32,37.87,17.95,33.38,18.72,67.31,30.14,63.67,51.95,43.19
CDC25B_A,Aditi,gain,188.05,1045.62,225.8,60.45,3428.95,117.99,180.76,102.7,332.4,307.07,124.23,150.15,29.51,18.42,20.24,8.18,32.84,7.31,11.15,21.38,25.12,24.38,43.78,30.28,34.86,32.56,12.39,34.48,73.54,29.92,18.37,37.83,20.22,24.01,19.22,20.94,39.53,25.49,36.66,24.78,18.85,55.15,15.05,55.7,7.09,12.24,19.04,19.79
CHN1_A,Aditi,gain,235.06,2091.24,903.18,302.25,857.24,1887.9,301.27,944.85,664.8,429.89,414.11,191.1,442.59,901.22,561.78,294.41,271.94,457.01,490.45,229.32,647.21,368.95,329.9,402.95,615.66,755.51,394.77,590.01,421.77,313.66,322.49,372.04,332.23,177.65,289.73,265.42,225.15,302.74,336.6,411.99,144.5,155.3,273.88,210.05,171.98,362.9,212.05,184.44
CPNE5_A,Aditi,loss,47.01,1045.62,225.8,181.35,857.24,1533.92,241.02,184.86,831.01,368.48,193.25,68.25,147.53,84.72,101.22,106.31,89.33,140.76,111.47,124.38,108.74,104.02,115.7,197.98,121.39,139.41,112.92,156.7,189.83,93.37,67.36,145.03,58.22,26.41,112.34,36.79,140.94,67.62,301.61,95.21,53.85,74.02,161.17,35.98,52.6,40.65,105.79,53.08
CRYM_A,Aditi,gain,1692.45,2091.24,1806.36,2962.09,2571.71,3775.8,6085.74,1088.63,10969.27,7001.12,2788.32,2730.02,501.6,287.31,536.48,850.51,488.7,477.12,683.66,285.68,265.11,494.92,742.66,982.92,403.39,363.98,535.69,504.19,849.19,882.97,1261.4,693.64,325.6,1236.34,1977.82,428.41,771.71,518.61,528.23,290.59,958.52,606.69,346.21,306.37,328.01,267.4,441.49,341.88
DAB2IP_Alt,Aditi,gain,141.04,1045.62,677.39,664.96,857.24,707.96,241.02,41.08,498.6,1023.56,69.02,40.95,14.75,1.23,30.37,65.42,2.63,29.25,3.72,3.89,1.87,1.63,17.2,2.33,8.72,3.34,34.89,3.45,3.14,4.53,20.41,6.31,2.09,2.4,7.39,2.83,3.44,9.88,3.33,1.06,1,5.81,1.84,1.16,1,1.96,1,1.8
DNASE1L1_A,Aditi,gain,1504.4,7319.34,2257.95,3808.41,2571.71,1533.92,1084.59,842.14,7977.65,3684.8,2429.43,1897.36,1249.08,503.41,1255.15,858.69,639.78,707.45,862.01,373.13,321.36,338.07,422.14,535.71,410.86,400.71,385.59,334.47,431.82,669.93,1130.77,573.83,259.72,1274.75,1423.5,372.95,417.65,332.39,634.88,158.21,621.96,470.26,583.37,307.53,328.6,264.46,246.84,238.42
DNM1_A,Aditi,gain,1222.32,5228.1,1806.36,2901.64,3428.95,4719.75,1265.35,1745.91,6814.24,3213.96,1338.95,1078.36,1863.79,890.17,3041.72,834.15,444.04,1137.03,1660.85,285.68,1017.69,395.77,911.51,617.24,1210.16,923.31,2068.86,799.2,602.16,2446.76,2214.59,617.97,592.64,667.38,1058.39,151.1,598.12,243.44,328.27,255.19,547.47,523.96,104.27,271.56,369.38,161.12,572.91,411.16
DPYSL3_A,Aditi,gain,94.02,1045.62,225.8,120.9,2571.71,235.99,60.25,205.4,166.2,204.71,96.62,109.2,54.09,56.48,65.79,24.53,56.49,159.04,66.88,71.91,48.37,54.45,51.59,149.07,75.32,65.95,45.44,63.22,88,34.45,36.74,100.89,47.06,21.61,41.39,59.42,68.75,43.69,99.98,57.34,13.46,58.06,55.07,59.19,48.46,34.28,57.36,76.47
DST_Alt,Aditi,gain,47.01,1045.62,225.8,181.35,857.24,353.98,120.51,20.54,166.2,61.41,124.23,109.2,29.51,24.56,40.49,49.07,5.25,25.59,29.72,15.55,15.37,34.13,17.2,27.95,16.19,20.87,16.98,15.32,16.34,23.57,44.9,18.92,11.85,28.81,47.3,9.05,48.12,14.04,43.33,15.93,32.31,18.87,22.76,11.61,20.09,10.28,13.87,8.1
EFNA3_A,Aditi,gain,1175.31,2091.24,2257.95,2418.04,2571.71,2123.89,2892.23,41.08,12631.28,2415.59,1546,1037.41,304.89,92.09,814.84,384.36,399.37,171.83,185.78,153.53,24,42.26,120.39,146.74,44.82,38.4,61.51,65.13,143.94,336.33,889.92,88.28,40.79,564.16,572.06,79.23,142.66,62.94,53.32,19.82,612.09,267.06,30.84,170.59,78.6,53.87,134.47,45.88
ENTPD5_A,Aditi,loss,235.06,4182.48,225.8,120.9,857.24,471.98,1024.33,759.98,3988.83,163.77,220.86,245.7,4.92,11.05,20.24,8.18,18.39,1.83,22.29,17.49,6.75,55.26,111.01,207.3,35.48,19.2,13.77,19.54,56.57,29.01,334.74,63.06,5.93,96.03,162.6,19.24,72.19,26.53,26.66,19.11,61.03,33.38,5.51,13.93,20.09,14.69,23.98,28.79
EPCAM_A,Aditi,gain,235.06,3136.86,225.8,120.9,857.24,117.99,301.27,102.7,498.6,266.12,179.45,232.05,14.75,11.05,25.31,32.71,21.02,10.97,33.44,19.43,66.37,39.82,57.85,34.94,56.03,21.71,45.44,72.41,103.08,41.7,26.53,88.28,15.69,64.82,20.69,92.25,97.97,140.97,271.61,109.72,20.64,36.29,114.55,46.42,23.64,16.65,34.32,83.67
ESRRG_A,Aditi,loss,188.05,1045.62,225.8,60.45,1714.48,235.99,60.25,41.08,166.2,245.65,96.62,95.55,29.51,3.68,40.49,16.36,18.39,14.62,14.86,23.32,42,17.88,20.33,46.58,64.12,45.08,16.98,55.17,110.63,9.97,6.12,12.61,14.99,16.8,8.87,37.35,24.06,46.29,126.64,46.01,8.97,21.77,45.16,17.41,11.82,31.83,19.28,17.09
FAM101A_A,Aditi,loss,141.04,1045.62,225.8,241.8,857.24,117.99,361.53,143.78,166.2,184.24,220.86,259.35,216.38,101.91,182.2,57.25,141.88,89.57,122.61,99.11,93.37,106.46,79.74,111.8,123.88,113.54,89.51,101.53,125.71,142.33,118.38,56.75,80.18,204.06,258.68,117.71,228.59,126.4,166.63,145.83,109.49,130.63,123.72,59.19,144.21,75.91,113.31,132.26
FAM134B_A,Aditi,gain,94.02,1045.62,225.8,181.35,857.24,235.99,361.53,41.08,332.4,40.94,13.8,27.3,29.51,27.01,10.12,40.89,31.53,38.39,40.87,19.43,45.37,35.76,40.65,139.75,141.31,86.82,62.43,70.11,98.68,42.61,40.82,6.31,22.66,7.2,20.69,13.58,53.28,69.7,48.32,20.88,25.13,20.32,14.32,9.28,26.6,35.26,15.99,21.59
FER1L4_A,Aditi,loss,94.02,2091.24,903.18,181.35,4286.19,235.99,361.53,184.86,831.01,532.25,303.68,136.5,132.78,83.49,86.04,57.25,73.57,85.92,66.88,95.23,115.87,104.83,65.67,116.46,145.67,84.32,98.69,89.65,137.03,94.28,114.3,69.36,47.06,57.62,162.6,40.75,115.16,70.74,69.99,63.36,66.41,59.51,77.46,46.42,50.83,53.87,46.08,35.99
FGD4_A,Aditi,loss,423.11,2091.24,1128.98,423.16,1714.48,1061.94,1626.88,308.1,1163.41,307.07,703.98,177.45,88.52,73.67,182.2,171.74,69.63,45.7,78.03,36.92,12,64.2,67.23,258.54,73.46,91.83,30.3,26.44,172.85,84.31,163.29,56.75,6.97,93.63,94.6,13.58,166.72,448.9,34.99,13.45,79.88,47.9,7.34,25.53,38.42,35.75,30.09,49.48
GATA4_A,Aditi,loss,141.04,1045.62,225.8,181.35,857.24,353.98,120.51,472.42,166.2,204.71,220.86,109.2,29.51,82.26,96.16,73.6,91.96,146.24,219.22,180.74,100.49,74.77,128.21,274.84,301.29,173.64,90.43,188.88,392.22,155.93,210.23,119.81,70.42,120.03,82.78,67.91,110,138.88,69.99,128.48,133.73,145.14,52.13,145.06,105.79,194.43,122.48,161.05
GPR158_A,Aditi,gain,47.01,2091.24,677.39,120.9,857.24,117.99,60.25,61.62,332.4,307.07,96.62,95.55,39.34,8.59,25.31,32.71,11.82,14.62,26.01,27.21,6.37,15.44,15.63,9.32,21.17,18.37,6.43,10.73,11.31,6.35,16.33,31.53,5.23,21.61,14.78,10.75,15.47,5.72,18.33,14.16,4.49,36.29,13.58,13.93,7.68,7.84,7.05,6.3
GRIN2D_A,Aditi,gain,47.01,1045.62,677.39,120.9,1714.48,117.99,60.25,20.54,166.2,348.01,96.62,191.1,34.42,14.73,15.18,8.18,10.51,10.97,7.43,11.66,52.5,33.32,10.94,32.61,21.79,14.19,14.69,22.22,12.57,7.25,6.12,12.61,32.42,7.2,4.43,7.92,8.59,8.84,6.67,4.96,5.38,14.51,23.13,18.57,4.14,3.92,7.52,1
H19_A,Aditi,gain,47.01,1045.62,225.8,60.45,857.24,117.99,60.25,20.54,166.2,20.47,27.61,27.3,4.92,1.23,10.12,8.18,1.31,1.83,7.43,7.77,1.5,2.44,6.25,9.32,3.11,3.34,1,1,1,1,4.08,6.31,2.44,2.4,1.48,1.7,3.44,1,5,1.77,3.59,1.45,1.1,1.16,2.96,1.47,1,1.8
HMGB1_A,Aditi,gain,94.02,1045.62,677.39,120.9,857.24,117.99,180.76,61.62,332.4,122.83,262.27,27.3,68.85,2.46,50.61,40.89,6.57,3.66,18.58,9.72,7.12,21.94,18.76,39.6,24.9,11.69,11.93,7.28,10.69,6.35,14.29,12.61,10.81,21.61,25.13,3.96,18.91,12.48,6.67,4.6,8.08,23.22,8.44,10.44,5.32,5.39,4.47,6.3
HNF4A_A,Aditi,gain,47.01,1045.62,225.8,60.45,857.24,235.99,120.51,82.16,166.2,81.88,27.61,13.65,4.92,1.23,5.06,8.18,2.63,3.66,3.72,1.94,1,1.63,1.56,4.66,2.49,1,1.84,1,1.89,1.81,2.04,12.61,1.05,2.4,2.96,2.26,1.72,1,3.33,1,1.79,7.26,1.1,3.48,2.36,1,1,1
IGF2BP3_Alt,Aditi,gain,1410.37,5228.1,5870.67,3868.86,3428.95,1297.93,16570.08,267.02,23268.15,4872.12,3299.05,6115.24,349.15,61.39,475.74,1226.7,157.65,184.63,297.24,103,75.37,137.34,92.25,195.65,113.3,93.5,123.94,86.2,140.8,417.92,979.73,81.98,67.63,739.4,693.27,50.37,647.96,169.05,189.96,52.03,620.17,328.02,144.65,47.58,255.91,92.07,105.79,103.47
IKZF3_A,Aditi,loss,329.09,1045.62,903.18,483.61,857.24,825.96,542.29,164.32,2326.81,532.25,483.12,245.7,142.61,90.86,156.89,343.48,56.49,82.26,92.89,46.64,42.75,74.77,92.25,184.01,77.81,67.62,137.25,72.41,115.03,158.64,240.85,56.75,36.6,244.87,258.68,30.56,168.44,62.42,129.98,47.43,142.7,69.67,57.64,54.54,55.55,55.34,52.89,35.99
IL1B_A,Aditi,loss,47.01,1045.62,225.8,120.9,857.24,235.99,60.25,20.54,332.4,81.88,27.61,13.65,4.92,1.23,5.06,32.71,2.63,3.66,3.72,1.94,1.12,3.25,4.69,2.33,1.25,1,1,1.53,1.89,4.53,12.25,6.31,2.79,9.6,7.39,1,1.72,1.56,1.67,1,1,2.9,1.47,3.48,1.77,1.96,1,1
INPP5B_A,Aditi,loss,47.01,1045.62,677.39,120.9,3428.95,353.98,241.02,82.16,332.4,348.01,124.23,122.85,19.67,17.19,55.67,16.36,15.76,16.45,14.86,40.81,278.98,26.82,37.52,90.84,60.38,48.42,66.1,109.96,69.14,34.45,16.33,37.83,27.54,16.8,39.91,18.68,110,49.94,113.31,43.18,9.87,34.83,71.22,24.37,21.87,48.97,37.38,22.49
ITGB1_A,Aditi,gain,141.04,1045.62,903.18,60.45,857.24,235.99,60.25,20.54,166.2,225.18,138.04,40.95,54.09,3.68,15.18,16.36,1.31,14.62,3.72,34.98,4.12,8.13,1.56,4.66,9.96,9.18,4.59,21.45,74.8,3.63,4.08,18.92,5.58,12,4.43,4.53,1.72,1.56,10,6.37,1,11.61,2.94,1.16,2.36,2.94,3.06,6.3
ITGB5_A,Aditi,gain,94.02,1045.62,451.59,60.45,857.24,117.99,120.51,41.08,166.2,40.94,55.21,40.95,24.59,7.37,25.31,8.18,19.71,25.59,14.86,15.55,4.5,11.38,12.51,11.65,2.49,7.51,11.02,8.81,8.17,16.32,20.41,18.92,5.93,7.2,13.3,3.4,25.78,3.12,8.33,6.37,17.05,11.61,4.77,5.8,4.73,2.45,5.17,5.4
JAK3_Alt,Aditi,gain,188.05,1045.62,225.8,60.45,857.24,235.99,120.51,61.62,166.2,163.77,82.82,54.6,39.34,39.29,65.79,73.6,48.61,85.92,44.59,81.62,52.12,73.95,28.14,88.51,44.82,29.22,44.07,75.86,88.63,91.56,34.7,12.61,44.62,28.81,85.74,19.24,185.62,29.13,129.98,33.27,32.31,14.51,37.08,27.85,34.28,31.34,37.61,44.98
JRK_A,Aditi,loss,47.01,2091.24,1128.98,60.45,1714.48,1297.93,180.76,82.16,166.2,225.18,165.64,95.55,88.52,34.38,80.98,98.14,53.86,53.01,40.87,188.51,115.49,82.89,75.05,190.99,50.42,54.26,55.54,171.26,105.6,79.78,26.53,100.89,85.41,64.82,63.56,28.86,68.75,29.13,224.96,42.12,35.9,21.77,43.32,67.31,22.46,44.57,46.31,38.69
KCNJ16_A,Aditi,loss,94.02,1045.62,225.8,241.8,857.24,353.98,60.25,102.7,166.2,102.36,41.41,68.25,14.75,34.38,40.49,32.71,15.76,21.94,11.15,27.21,25.12,30.07,23.45,34.94,32.37,16.7,19.74,22.6,19.49,16.32,16.33,50.45,19.17,12,17.74,32.26,30.94,19.25,31.66,39.29,17.05,24.67,19.83,23.21,16.55,25.47,23.51,26.09
KHNYN_A,Aditi,loss,329.09,1045.62,1354.77,302.25,857.24,117.99,1687.14,20.54,4487.43,941.67,745.39,887.26,34.42,15.96,35.43,139.03,17.08,21.94,40.87,23.32,6.37,19.5,20.33,34.94,23.66,16.7,13.31,11.11,22,77.96,102.05,25.22,8.02,189.65,215.82,10.75,73.91,13,11.66,7.79,139.11,31.93,9.55,9.28,10.05,9.31,22.1,11.7
KIAA0101_A,Aditi,gain,47.01,1045.62,451.59,60.45,857.24,353.98,60.25,123.24,166.2,327.54,138.04,95.55,24.59,22.1,101.22,65.42,14.45,12.8,29.72,29.15,3.37,14.63,28.14,30.28,57.89,30.05,6.43,7.66,32.06,9.97,16.33,18.92,5.58,26.41,22.17,8.49,3.44,3.64,25,7.79,8.97,13.06,14.69,5.8,8.27,11.75,23.98,3.6
LAMA3_Alt,Aditi,gain,94.02,3136.86,1128.98,60.45,857.24,117.99,120.51,61.62,166.2,368.48,193.25,95.55,44.26,6.14,25.31,24.53,9.2,5.48,3.72,11.66,5.62,7.31,4.69,16.3,42.33,20.87,3.67,4.21,7.54,4.53,2.04,12.61,4.53,24.01,7.39,3.96,8.59,8.32,10,2.83,1.79,13.06,9.18,6.96,2.96,11.26,4.23,3.6
LEPR_A,Aditi,loss,47.01,1045.62,225.8,362.71,3428.95,353.98,180.76,246.48,1163.41,307.07,193.25,27.3,157.37,111.73,242.93,57.25,64.37,62.15,85.46,68.02,196.11,84.52,114.13,230.59,131.97,170.3,137.25,106.89,162.8,116.94,910.33,151.34,127.94,67.22,47.3,37.35,39.53,70.22,66.65,35.75,70,66.76,29.74,58.03,26.6,56.81,35.97,40.49
LIFR_A,Aditi,loss,4419.16,10456.2,13773.5,9611.7,5143.43,8495.55,903.82,267.02,831.01,491.31,5714.68,368.55,2262.12,3730.14,7110.84,16266,2657.66,8712.39,3771.27,2369.01,71.25,100.77,372.11,421.58,87.77,106.86,115.22,152.1,199.88,211.22,330.66,208.09,96.22,204.06,70.95,41.31,92.81,69.7,148.31,109.37,160.65,195.94,99.86,83.56,111.11,187.57,129.3,88.17
LIMA1_A,Aditi,gain,141.04,2091.24,225.8,60.45,857.24,117.99,60.25,41.08,166.2,307.07,82.82,40.95,14.75,1.23,10.12,8.18,9.2,1.83,3.72,21.38,13.12,8.94,3.13,11.65,22.41,13.36,5.97,12.26,15.71,4.53,4.08,12.61,16.73,9.6,4.43,18.68,6.87,5.72,5,25.48,3.59,13.06,12.12,13.93,4.73,8.82,4.23,9
LMO7_A,Aditi,gain,94.02,1045.62,451.59,120.9,1714.48,235.99,120.51,20.54,166.2,204.71,82.82,81.9,34.42,4.91,20.24,8.18,5.25,1.83,11.15,3.89,10.12,17.07,9.38,13.98,21.17,15.86,14.23,10.34,13.83,2.72,10.21,37.83,12.9,12,20.69,13.02,25.78,16.65,28.33,17.7,13.46,26.13,30.1,19.73,7.09,15.67,8.7,8.1
LRRC71_A,Aditi,gain,47.01,1045.62,225.8,60.45,857.24,235.99,60.25,20.54,332.4,40.94,13.8,13.65,4.92,3.68,5.06,8.18,1.31,3.66,3.72,3.89,1.87,1,3.13,4.66,1.87,1,1.38,1.53,1,3.63,2.04,6.31,1.39,4.8,5.91,2.26,1.72,2.6,1.67,2.12,1,2.9,1.1,4.64,1.77,1,1,3.6
LTBP1_A,Aditi,gain,188.05,1045.62,903.18,362.71,1714.48,589.97,964.08,718.9,831.01,184.24,303.68,68.25,98.35,263.98,182.2,269.87,499.21,321.73,657.65,320.66,386.98,601.38,736.4,1190.22,1731.82,954.2,254.3,333.7,758.05,403.41,628.66,283.76,128.99,177.65,249.81,127.33,84.22,427.58,259.95,163.52,256.68,185.78,126.66,496.7,325.05,368.77,318.78,243.82
MAP1LC3A_A,Aditi,gain,141.04,1045.62,1354.77,120.9,1714.48,589.97,241.02,267.02,831.01,388.95,317.48,163.8,63.93,245.57,146.77,106.31,134,102.37,122.61,104.94,55.5,165.79,70.36,223.6,317.48,177.82,48.2,86.2,256.45,57.11,46.95,126.12,44.97,91.23,78.34,70.18,92.81,111.84,121.64,148.66,46.67,66.76,152.36,74.27,57.92,106.27,74.52,60.28
MATR3_A,Aditi,gain,94.02,1045.62,225.8,181.35,857.24,235.99,723.06,390.26,498.6,552.72,179.45,204.75,78.68,58.94,161.96,163.56,164.22,166.35,144.91,132.15,196.86,265.74,211.07,405.28,289.47,188.67,183.15,205.35,279.71,271.06,210.23,119.81,161.76,134.44,261.64,130.16,201.09,122.24,218.29,188.65,150.78,94.34,186.5,134.62,111.11,145.45,139.64,103.47
MET_A,Aditi,gain,2679.71,3136.86,1806.36,4292.01,2571.71,5781.69,1385.86,2690.76,2160.61,1289.68,2070.53,1037.41,1583.49,2664.38,4236.14,4088.99,2823.19,4613.95,3492.61,2427.31,1913.51,1685.49,2198.26,1525.62,2295.19,2011.91,2876.29,2042.05,1516.72,1963.57,2051.3,1797.15,1524.13,1440.4,1515.15,1940.02,1723.89,1877.28,1942.96,1167.66,1715.11,1534.14,2597.82,1477.33,1074.45,1620.54,2375.09,1222.69
MFSD4_A,Aditi,loss,141.04,1045.62,451.59,120.9,1714.48,707.96,361.53,164.32,332.4,184.24,207.05,191.1,118.02,58.94,141.71,147.2,59.12,80.43,100.32,38.87,35.62,48.76,26.58,186.34,63.5,43.41,50.95,64.75,100.57,71.62,102.05,63.06,31.38,148.84,150.78,40.75,70.47,48.38,43.33,34.69,75.39,74.02,26.07,19.73,48.46,32.32,60.65,35.99
MITF_A,Aditi,loss,1034.27,6273.72,3612.72,1571.72,6000.66,1179.94,1446.12,225.94,5152.23,4913.07,1256.12,982.81,378.66,139.97,192.32,384.36,64.37,106.03,274.95,83.57,52.12,64.2,75.05,79.19,68.48,125.22,81.71,89.27,91.77,195.81,326.58,113.5,64.49,182.45,313.38,69.61,161.56,55.14,124.98,55.22,189.37,161.11,85.54,33.65,65.6,26.94,68.88,58.48
MRC2_A,Aditi,gain,47.01,1045.62,225.8,60.45,857.24,117.99,120.51,41.08,166.2,184.24,69.02,27.3,14.75,9.82,15.18,16.36,9.2,10.97,11.15,15.55,19.12,15.44,37.52,41.93,21.17,42.58,14.69,10.34,29.54,9.07,28.58,25.22,8.37,19.21,23.65,9.62,24.06,12.48,36.66,9.2,7.18,10.16,12.85,9.28,8.87,11.75,18.34,14.4
MYOM3_A,Aditi,gain,141.04,1045.62,677.39,120.9,857.24,589.97,120.51,41.08,166.2,225.18,82.82,68.25,59.01,15.96,30.37,40.89,24.96,38.39,29.72,56.36,30.75,37.38,25.02,79.19,39.22,49.25,46.36,62.07,142.06,37.17,46.95,63.06,36.6,9.6,42.87,24.9,51.56,27.05,38.33,47.43,18.85,29.03,23.13,31.33,28.37,29.87,36.91,30.59
NCOA7_A,Aditi,gain,47.01,1045.62,677.39,181.35,857.24,235.99,120.51,82.16,498.6,266.12,510.73,313.95,24.59,17.19,60.73,32.71,21.02,12.8,7.43,29.15,39.75,60.95,54.72,48.91,47.93,39.24,33.97,40.23,24.51,45.33,51.03,113.5,45.67,57.62,156.69,63.95,82.5,46.29,184.96,38.23,90.65,81.28,52.87,30.17,30.14,8.82,46.08,139.45
NEDD4L_A,Aditi,loss,423.11,1045.62,1128.98,785.86,2571.71,1533.92,602.55,349.18,1329.61,859.79,842.02,873.61,113.11,141.2,359.34,466.14,186.55,546.58,631.64,118.55,171.37,281.19,342.4,300.47,154.38,152.77,225.84,180.45,184.8,245.67,306.16,302.68,218.93,386.51,475.98,535.94,269.84,159.69,386.59,198.21,386.82,195.94,207.8,198.45,179.08,90.11,444.78,296
NSMF_A,Aditi,gain,22518.93,123383.16,75641.33,53378.16,56577.68,10029.47,5663.96,246.48,4487.43,29273.69,29650.06,28119.19,939.27,428.51,1821.99,8243.4,491.33,1204.67,2277.63,658.81,28.12,40.63,114.13,88.51,31.75,31.72,5.51,31.8,49.03,350.83,422.51,113.5,53.69,2832.78,1515.15,241.09,36.09,138.88,166.63,25.48,750.31,94.34,603.2,26.69,22.46,70.03,11.52,37.79
